date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:32:33	9760/9760	---M--	200	added ('OK')	image/png	etag:%222620-54c49145e65b0%22	https://www.nutyx.org/fr/graphics/install-uefi/EmptyDisk1.png	/home/nutyx/websites/nutyx3/www.nutyx.org/fr/graphics/install-uefi/EmptyDisk1.png	(from https://www.nutyx.org/fr/install-uefi)
12:32:34	12465/12465	---M--	200	added ('OK')	image/png	etag:%2230b1-54c49147cc314%22	https://www.nutyx.org/fr/graphics/install-uefi/PartitionCreate1.png	/home/nutyx/websites/nutyx3/www.nutyx.org/fr/graphics/install-uefi/PartitionCreate1.png	(from https://www.nutyx.org/fr/install-uefi)
12:32:35	13485/13485	---M--	200	added ('OK')	image/png	etag:%2234ad-54c491481f332%22	https://www.nutyx.org/fr/graphics/install-uefi/PartitionCreate2.png	/home/nutyx/websites/nutyx3/www.nutyx.org/fr/graphics/install-uefi/PartitionCreate2.png	(from https://www.nutyx.org/fr/install-uefi)
12:32:36	13991/13991	---M--	200	added ('OK')	image/png	etag:%2236a7-54c491486fc40%22	https://www.nutyx.org/fr/graphics/install-uefi/PartitionCreate3.png	/home/nutyx/websites/nutyx3/www.nutyx.org/fr/graphics/install-uefi/PartitionCreate3.png	(from https://www.nutyx.org/fr/install-uefi)
12:32:37	8280/8280	---M--	200	added ('OK')	image/png	etag:%222058-54c491463bcde%22	https://www.nutyx.org/fr/graphics/install-uefi/FormatPartition.png	/home/nutyx/websites/nutyx3/www.nutyx.org/fr/graphics/install-uefi/FormatPartition.png	(from https://www.nutyx.org/fr/install-uefi)
12:32:38	3680/3680	---M--	200	added ('OK')	image/png	etag:%22e60-54c491477ba06%22	https://www.nutyx.org/fr/graphics/install-uefi/LaunchFormatSda3Btrfs.png	/home/nutyx/websites/nutyx3/www.nutyx.org/fr/graphics/install-uefi/LaunchFormatSda3Btrfs.png	(from https://www.nutyx.org/fr/install-uefi)
12:32:39	3647/3647	---M--	200	added ('OK')	image/png	etag:%22e3f-54c491472b0f8%22	https://www.nutyx.org/fr/graphics/install-uefi/LaunchFormatSda1vfat.png	/home/nutyx/websites/nutyx3/www.nutyx.org/fr/graphics/install-uefi/LaunchFormatSda1vfat.png	(from https://www.nutyx.org/fr/install-uefi)
12:32:40	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Jul%202017%2008:32:47%20GMT	https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en	(from https://www.nutyx.org/fr/finish-up)
12:32:41	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Jul%202017%2008:32:47%20GMT	https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en	(from https://www.nutyx.org/fr/base-commands)
12:32:42	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Jul%202017%2008:32:48%20GMT	https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en	(from https://www.nutyx.org/fr/grub-install)
12:32:43	9949/9949	---M--	200	added ('OK')	image/png	etag:%2226dd-545fdd0b33080%22	https://www.nutyx.org/fr/graphics/grub-install/SelectLanguage.png	/home/nutyx/websites/nutyx3/www.nutyx.org/fr/graphics/grub-install/SelectLanguage.png	(from https://www.nutyx.org/fr/grub-install)
12:32:44	9313/9313	---M--	200	added ('OK')	image/png	etag:%222461-545f6f7aaf1c0%22	https://www.nutyx.org/fr/graphics/grub-install/ConfigureBoot.png	/home/nutyx/websites/nutyx3/www.nutyx.org/fr/graphics/grub-install/ConfigureBoot.png	(from https://www.nutyx.org/fr/grub-install)
12:32:45	3976/3976	---M--	200	added ('OK')	image/png	etag:%22f88-545f76e1a2880%22	https://www.nutyx.org/fr/graphics/grub-install/SelectPartitionForBoot.png	/home/nutyx/websites/nutyx3/www.nutyx.org/fr/graphics/grub-install/SelectPartitionForBoot.png	(from https://www.nutyx.org/fr/grub-install)
12:32:46	7142/7142	---M--	200	added ('OK')	image/png	etag:%221be6-545f761680940%22	https://www.nutyx.org/fr/graphics/grub-install/ModifyGrubCfg.png	/home/nutyx/websites/nutyx3/www.nutyx.org/fr/graphics/grub-install/ModifyGrubCfg.png	(from https://www.nutyx.org/fr/grub-install)
12:32:47	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Jul%202017%2008:32:53%20GMT	https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en	(from https://www.nutyx.org/fr/nutyx-man)
12:32:48	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Jul%202017%2008:32:54%20GMT	https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en	(from https://www.nutyx.org/fr/setup-http)
12:32:49	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Jul%202017%2008:32:55%20GMT	https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en	(from https://www.nutyx.org/fr/setup-nfs)
12:32:50	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Jul%202017%2008:32:56%20GMT	https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en	(from https://www.nutyx.org/fr/setup-firewall)
12:32:51	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Jul%202017%2008:32:57%20GMT	https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en	(from https://www.nutyx.org/fr/build-kernel)
12:32:52	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Jul%202017%2008:32:58%20GMT	https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en	(from https://www.nutyx.org/fr/generate-iso)
12:32:53	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Jul%202017%2008:32:59%20GMT	https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en	(from https://www.nutyx.org/fr/why-contribute)
12:32:54	297/297	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2002%20Jul%202017%2008:33:01%20GMT	https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.d3.delayed	(from https://www.nutyx.org/fr/bash-basics)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.d4.delayed	(from https://www.nutyx.org/fr/recept)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.d5.delayed	(from https://www.nutyx.org/fr/build-package)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.d6.delayed	(from https://www.nutyx.org/fr/build-in-chroot)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.d7.delayed	(from https://www.nutyx.org/fr/build-pre)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.d8.delayed	(from https://www.nutyx.org/fr/build-pass-1)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.d9.delayed	(from https://www.nutyx.org/fr/build-pass-2)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.da.delayed	(from https://www.nutyx.org/fr/build-post)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.db.delayed	(from https://www.nutyx.org/fr/dictionary?type=col&branch=stable&arch=x86_64&searchpkg=kde5)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.dc.delayed	(from https://www.nutyx.org/fr/dictionary?type=col&branch=stable&arch=x86_64&searchpkg=gnome)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.dd.delayed	(from https://www.nutyx.org/fr/dictionary?type=col&branch=stable&arch=x86_64&searchpkg=mate)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.de.delayed	(from https://www.nutyx.org/fr/dictionary?type=col&branch=stable&arch=x86_64&searchpkg=xfce4)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.df.delayed	(from https://www.nutyx.org/fr/dictionary?branch=stable&arch=x86_64&searchpkg=gnome)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.e0.delayed	(from https://www.nutyx.org/fr/dictionary?branch=stable&arch=x86_64&searchpkg=devel)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.e1.delayed	(from https://www.nutyx.org/fr/dictionary?branch=stable&arch=x86_64&searchpkg=man)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.e2.delayed	(from https://www.nutyx.org/fr/dictionary?branch=stable&arch=x86_64&searchpkg=doc)
12:32:55	0/-1	---M--	301	error ('')			https://www.nutyx.org/en	/home/nutyx/websites/nutyx3/www.nutyx.org/en.e3.delayed	(from https://www.nutyx.org/fr/dictionary?branch=stable&arch=x86_64&searchpkg=service)
